"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitaloss","hrsperweek","nativecountry","class"
45," Private",358701," 12th",8," Never-married"," Other-service"," Own-child"," White"," Male",0,0,10," Mexico"," <=50K"
37," Private",166549," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
48," Private",273828," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
35," Self-emp-not-inc",90406," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,60," United-States"," <=50K"
47," Private",138342," 11th",7," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",159269," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"
52," Private",92968," Bachelors",13," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,40,NA," <=50K"
22," Private",169188," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
47," Private",164682," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50,NA," <=50K"
46," Private",193188," Masters",14," Never-married"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",118853," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
32," Private",232766," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
35,NA,253860," HS-grad",9," Divorced",NA," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
33," Private",199170," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
21," Private",300812," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
53," Local-gov",103995," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,1876,54," United-States"," <=50K"
48," Self-emp-not-inc",265477," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",37380," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
21," Private",174503," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
29," Local-gov",187981," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
47," Private",418961," Assoc-voc",11," Divorced"," Sales"," Unmarried"," Black"," Female",0,0,25," United-States"," <=50K"
30," Private",398019," 1st-4th",2," Separated"," Priv-house-serv"," Other-relative"," White"," Female",0,0,30," Mexico"," <=50K"
18,NA,163085," HS-grad",9," Separated",NA," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
37," Private",94334," 7th-8th",4," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
58," Private",256274," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
22," Private",103277," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
47," Private",33865," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
38," Private",301743," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
41," Private",116103," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
62,NA,94931," Assoc-voc",11," Married-civ-spouse",NA," Husband"," White"," Male",3411,0,40," United-States"," <=50K"
29," Self-emp-inc",87745," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
48," Private",345006," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," Mexico"," <=50K"
18," Private",189487," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
36," Private",350783," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
55," Self-emp-inc",79662," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
59," Private",279232," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Puerto-Rico"," <=50K"
35," Private",261646," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
35," Private",31269," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," State-gov",297551," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,52," United-States"," <=50K"
24," Private",181820," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
41," State-gov",110556," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
54," Private",346014," Some-college",10," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
46," Self-emp-not-inc",320421," Bachelors",13," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
52," Private",174452," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
34," Private",52537," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," Black"," Male",0,0,30," United-States"," <=50K"
54," Federal-gov",35576," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",124068," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
23," Private",53513," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,45," United-States"," <=50K"
20," Private",250630," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
22," Private",297380," HS-grad",9," Never-married"," Sales"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
33," Self-emp-not-inc",33308," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"
21,NA,355686," HS-grad",9," Never-married",NA," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
24," Local-gov",34246," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"
33," Private",251421," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
30," Private",169152," HS-grad",9," Never-married"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
40," Local-gov",108765," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
31," Private",209538," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," State-gov",158291," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22,NA,269221," Assoc-acdm",12," Never-married",NA," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",45317," Some-college",10," Separated"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
62," Private",113080," 7th-8th",4," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",286452," 10th",6," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
22," Private",187052," 11th",7," Never-married"," Sales"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
25," Private",87487," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,50," United-States"," <=50K"
82,NA,403910," HS-grad",9," Never-married",NA," Not-in-family"," White"," Male",0,0,3," United-States"," <=50K"
67,NA,201657," Bachelors",13," Divorced",NA," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
50," Private",156877," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
26," Private",238367," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",67151," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
29," Private",124953," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
24," Private",387663," Some-college",10," Married-spouse-absent"," Farming-fishing"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",57600," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
23,NA,24008," Some-college",10," Never-married",NA," Own-child"," White"," Male",0,1719,40," United-States"," <=50K"
46," Private",108699," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
43," Self-emp-not-inc",96129," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
29," Private",262758," Assoc-acdm",12," Never-married"," Other-service"," Unmarried"," Black"," Male",0,625,60," United-States"," <=50K"
52," Local-gov",111722," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,72," United-States"," <=50K"
42," Private",149546," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,30," United-States"," <=50K"
23," Private",87528," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
24," Local-gov",248344," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,50," United-States"," <=50K"
29," Private",145490," 11th",7," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
52," Private",366232," 9th",5," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,40," Cuba"," <=50K"
24," Local-gov",56820," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",245317," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
65," Private",469602," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
63," Private",697806," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
47," Private",186311," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
19," Private",307496," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"
52," Private",42924," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
28," Federal-gov",341709," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",24008," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",412435," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," Outlying-US(Guam-USVI-etc)"," <=50K"
33," Local-gov",189145," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
26," Local-gov",73392," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,30," United-States"," <=50K"
25," Private",479765," 7th-8th",4," Never-married"," Sales"," Other-relative"," White"," Male",0,0,45," Guatemala"," <=50K"
20," Private",88231," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
43," Private",160246," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
57," Local-gov",132717," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
32," Self-emp-not-inc",182926," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",243878," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",110013," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States"," <=50K"
47," Self-emp-inc",188610," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
19," Private",186096," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,30," United-States"," <=50K"
26," Private",160264," 11th",7," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
23,NA,211968," Some-college",10," Never-married",NA," Own-child"," White"," Female",0,0,23," Iran"," <=50K"
65," Federal-gov",325089," 10th",6," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",354493," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,6," United-States"," <=50K"
22," Private",380899," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",124680," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",6849,0,60," United-States"," <=50K"
45," Private",166879," 11th",7," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
59," Private",42959," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,36," United-States"," <=50K"
57," Federal-gov",278763," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
32," Private",167990," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Ireland"," <=50K"
